,Title,Year,Genre,Link,Image_name,DIRECTOR,CINEMATOGRAPHER,PRODUCTION DESIGNER,COSTUME DESIGNER,EDITOR,COLORIST,SHOT TIME,TIME PERIOD,COLOR,ASPECT RATIO,FORMAT,FRAME SIZE,SHOT TYPE,LENS SIZE,COMPOSITION,LIGHTING,LIGHTING TYPE,TIME OF DAY,INTERIOR/EXTERIOR,LOCATION TYPE,SET,STORY LOCATION,CAMERA,LENS,FILM STOCK / RESOLUTION,FILMING LOCATION,VFX,ACTORS
2097,THE SECRET LIFE OF WALTER MITTY,2013,"Drama, Adventure, Comedy, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_P2BH2YM5.jpg,small_P2BH2YM5, Ben Stiller, Stuart Dryburgh, Jeff Mann, Sarah Edwards, Greg Hayden, Stefan Sonnenfeld,1.0, 2010s," Cool, Cyan, Blue", 2.39 - Anamorphic, Film - 35mm, Close Up, Insert, Medium, Center, Soft light," Daylight, Sunny", Day, Exterior, Location, Hills > Road, ... Europe > Iceland," Panavision Millennium / Millenium XL / XL2, Arriflex 435, Arri 235, Arricam LT, Arricam ST, Arriflex 235"," Panavision Primo Primes, Cooke S4/ i, Angenieux Optimo Zooms, Panavision G series, Hawk V-Plus, Hawk V-Lite, Hawk V-Lite 1.3x, Century S2000 Lenses, Hawk V-Plus Anamorphics"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5203/7203 Vision 3 50D", ... Iceland > Seyðisfjarðarvegur,,
2098,QUEEN OF KATWE,2016,Drama,https://shotdeck.com/assets/images/stills/thumb/small_OQ1GITH9.jpg,small_OQ1GITH9, Mira Nair, Sean Bobbitt, Stephanie Carroll, Mobolaji Dawodu, Barry Alexander Brown, Tom Poole,1.0, 2010s," Mixed, Blue", 2.39, Digital, Extreme Wide, Aerial, Wide,, Soft light, Daylight, Day, Exterior, Location, Sky, ... Earth, ARRI ALEXA XT / XTplus,,, ... Earth,,
2099,DUNE,2021,"Adventure, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_KR25L3HC.jpg,small_KR25L3HC, Denis Villeneuve, Greig Fraser, Patrice Vermette," Jacqueline West, Bob Morgan", Joe Walker, David Cole,0.0, Future," Warm, Desaturated, White", 2.39 - Anamorphic, Digital, Extreme Wide," Aerial, Establishing shot, High angle", Medium, Center," Hard light, Top-light"," Daylight, Sunny", Day, Exterior,, City, ... Arrakis > Arrakeen, ARRI ALEXA Mini LF," Panavision H series, Panavision Ultra Vista", ARRIRAW (4.5K), ... Jordan > Wadi Rum, CGI,
2100,GODZILLA VS. KONG,2021,"Action, Adventure, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_UL34TI7A.jpg,small_UL34TI7A, Adam Wingard, Ben Seresin," Owen Paterson, Thomas S. Hammock", Ann Foley, Josh Schaeffer, Richard Flores Jr.,0.0, 2020s," Cool, Saturated, Cyan, Blue", 2.39 - Spherical, Digital, Wide, Establishing shot, Wide, Center, Soft light, Daylight, Day, Exterior, Stage, Helicopter (Flying), ... Antarctica > Research Station," ARRI ALEXA Mini, ARRI ALEXA 65"," Panavision Ultra Speed Zeiss, Zeiss Super Speed MKII, Cooke Speed Panchro, Arri Prime DNA Lenses, Petzval Lenses"," 4K, ARRIRAW (6.5K), ARRIRAW (3.4k)", ... Hawaii > Oahu, CGI,
2101,BREAKING BAD,2008,Drama,https://shotdeck.com/assets/images/stills/thumb/small_6JALYKUK.jpg,small_6JALYKUK, Jim McKay, Reynaldo Villalobos, Robb Wilson King, Kathleen Detoro, Lynne Willingham,,0.0, 2000s," Warm, Desaturated", 1.78 - Spherical, Film - 35mm, Close Up, Insert, Long Lens,, Hard light, Daylight, Day, Exterior, Location, House > Backyard > Grill, ... Albuquerque > 3828 Piermont Dr NE," Arriflex 435, Arricam LT, Arricam ST"," Cooke S4/ i, Angenieux Optimo Zooms"," 5201/7201 Vision 2 50D, 5217/7217 Vision 2 200T, 5260 Vision 2 500T", ... Albuquerque > 3828 Piermont Dr NE,,
2102,AUDITION,2000,"Drama, Horror, Mystery, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_YEXS04JN.jpg,small_YEXS04JN, Takashi Miike, Hideo Yamamoto, Tatsuo Ozeki, Tomoe Kumagai, Yasushi Shimamura,,, 1990s,, 1.85 - Spherical, Film - 35mm, Medium, Insert, Medium, Center, Soft light, Daylight, Day, Exterior,, Tennis Court, ... Japan > Tokyo,,,,,,
2103,AS TEARS GO BY,1988,"Action, Crime, Drama, Romance, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_2VCG80SD.jpg,small_2VCG80SD, Wong Kar-wai, Andrew Lau, William Chang,," Hai Kit-Wai, Cheung Bei-Tak",,0.0, 1980s," Cool, Blue", 1.85 - Spherical, Film - 35mm, Wide," High angle, Insert", Medium, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location, Patio, ... China > Hong Kong,,,, ... China > Hong Kong,,
2104,THE DARK KNIGHT,2008,"Action, Comic Adaptation, Crime, DC Extended Universe, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_PDVJNL23.jpg,small_PDVJNL23, Christopher Nolan, Wally Pfister, Nathan Crowley, Lindy Hemming, Lee Smith, Kostas Theodosiou,0.0,," Cool, Saturated, Green, Cyan, Blue", 1.78, Film - IMAX, Extreme Wide," Aerial, Establishing shot, High angle", Wide, Left heavy, Hard light," Daylight, Sunny", Day, Exterior, Location, Coastal Area, ... United States of America > Gotham," IMAX-MSM 9802, Panavision Millennium / Millenium XL / XL2"," IMAX MK-II Hasselblad Lenses, Panavision 40-80 (Bailey zoom - AWZ2), Panavision 70-200mm (ATZ), Panavision C series, Panavision E series, Panavision Lenses"," 5205/7205 Vision 2 250D, 5218/7218 Vision 2 500T", ... Illinois > Chicago,,
2105,THE ORPHANAGE,2007,"Drama, Horror, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_Q0D3D0UM.jpg,small_Q0D3D0UM, Juan Antonio Bayona, Oscar Faura, Josep Rosell, Maria Reyes, Elena Ruiz, Quique Cañadas,0.0, 2010s,, 2.35, Film - 35mm, Extreme Wide, Establishing shot, Wide, Right heavy, Hard light, Daylight, Day, Exterior, Location, Beach, ... Europe > Spain,,,, ... Europe > Spain,,
2106,MONOS,2019,"Drama, War",https://shotdeck.com/assets/images/stills/thumb/small_EB76C2R6.jpg,small_EB76C2R6, Alejandro Landes, Jasper Wolf, Daniela Schneider," Daniela Schneider, Johanna Buendia"," Santiago Otheguy, Yorgos Mavropsaridis, Ted Guard", Laurens Orij,1.0, 2010s," Cool, Saturated, Green, Cyan, Blue", 2.39, Digital, Wide, Establishing shot, Medium, Right heavy, Soft light," Daylight, Overcast", Day, Exterior, Location, Field, ... South America > Mountaintop, ARRI ALEXA Mini," Angenieux Optimo, Hawk Vantage One", 3.2K / 3.2K ArriRaw, ... Colombia > Chingaza National Park,,
2107,TOP GUN: MAVERICK,2022,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_66ZVMF69.jpg,small_66ZVMF69, Joseph Kosinski, Claudio Miranda, Jeremy Hindle, Marlene Stewart," Chris Lebenzon, Eddie Hamilton"," Stefan Sonnenfeld, Adam Nazarenko",1.0, 2020s," Cool, Desaturated, Cyan, Blue", 1.90 - Spherical, Digital, Extreme Wide, Aerial, Long Lens, Balanced, Soft light, Daylight, Day, Exterior, Location, Lake, ... Washington State > Kachess Lake, Sony VENICE," Fujinon Premier Lenses, Sigma Cine Lenses, Zeiss Master Primes", 4K, ... United States of America > California,,
2108,CRIMSON PEAK,2015,"Mystery, Thriller, Fantasy, Horror, Drama",https://shotdeck.com/assets/images/stills/thumb/small_EZDALEX2.jpg,small_EZDALEX2, Guillermo del Toro, Dan Laustsen, Thomas E. Sanders, Kate Hawley, Bernat Vilaplana,,0.0, 1800s,, 1.85, Digital, Extreme Wide," Establishing shot, High angle", Wide, Center, Soft light," Daylight, Overcast", Day, Exterior, Location, Castle, ... England > Allerdale Hall,,,, ... Canada > Ontario,,
2109,COOL RUNNINGS,1993,Comedy,https://shotdeck.com/assets/images/stills/thumb/small_447IY7WI.jpg,small_447IY7WI, Jon Turteltaub, Phedon Papamichael, Stephen Marsh, Grania Preston, Bruce Green, David Orr,, 1980s," Cool, Red, Blue", 1.85 - Spherical, Film - 35mm, Wide,, Medium,, Soft light," Daylight, Overcast", Day, Exterior, Location, Airport, ... Alberta > Calgary,,,, ... Alberta > Calgary,,
2110,TENET,2020,"Action, Thriller, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_1HUS4JKW.jpg,small_1HUS4JKW, Christopher Nolan, Hoyte van Hoytema, Nathan Crowley, Jeffrey Kurland, Jennifer Lame, Kostas Theodosiou,0.0, 2020s," Cool, Desaturated, Cyan, Blue", 1.78 - Spherical, Film - 65mm, Extreme Wide, Establishing shot, Wide, Center, Soft light, Daylight, Day, Exterior, Location, Wind Farm, ... Denmark > Wind Farm," IMAX-MSM 9802, Panavision System 65, Arri 765"," Panavision Sphero 65mm Lenses, IMAX MK-II Hasselblad Lenses"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5213/7213 Vision 3 200T, 5203/7203 Vision 3 50D", ... Denmark > Nysted Wind Farm,,
2111,HEAVEN'S GATE,1980,"Drama, Western",https://shotdeck.com/assets/images/stills/thumb/small_B6YNI109.jpg,small_B6YNI109, Michael Cimino, Vilmos Zsigmond, Tambi Larsen, J. Allen Highfill," Lisa Fruchtman, Gerald B. Greenberg, Tom Rolf, William Reynolds",,1.0, 1800s," Blue, White", 2.39 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot, Wide,, Hard light, Daylight, Day, Exterior, Location, Town Center > Stable, ... Wyoming > Johnson County, Panavision Panaflex, Panavision C series, 5247/7247 100T, ... Montana > Glacier National Park,,
2112,FAR FROM THE MADDING CROWD,2015,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_2GZ3CX4E.jpg,small_2GZ3CX4E, Thomas Vinterberg, Charlotte Bruus Christensen, Kave Quinn, Janet Patterson, Claire Simpson,,0.0, 1800s," Warm, Desaturated"," 2.39 - Spherical, Super 35, 3 perf", Film - 35mm, Extreme Wide, Establishing shot, Wide,, Soft light," Daylight, Sunny", Day, Exterior, Location, countryside > field, ... England > Dorset," Panavision Millennium / Millenium XL / XL2, Panavision Panaflex, Arri 235"," Panavision Lenses, Panavision Primo Primes, Panavision Ultra Speed MKII"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5213/7213 Vision 3 200T, 5203/7203 Vision 3 50D", ... England > Dorset,,
2113,HONEYLAND,2019,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_0QYQK4J7.jpg,small_0QYQK4J7," Ljubomir Stefanov, Tamara Kotevska"," Samir Ljuma, Fejmi Daut",,, Atanas Georgiev,,0.0, 2010s, Yellow, 1.78 - Spherical, Digital," Close Up, Medium Close Up", Insert, Long Lens, Left heavy, Soft light, Daylight, Day, Exterior, Location, Plains > Mountains, ... North Macedonia > Bekirlija," Nikon D5, Nikon D800, Nikon D810",,, ... North Macedonia > Bekirlija,,
2114,BLACK MOTHER,2018,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_GQH4HQZA.jpg,small_GQH4HQZA, Khalik Allah, Khalik Allah,,, Khalik Allah, Nat Jencks,0.0, 2010s," Warm, White", 1.66,, Wide, Insert, Medium,, Hard light, Daylight, Day, Exterior, Location, Swamp, ... North America > Jamaica,,,, ... North America > Jamaica,,
2115,SPIDER-MAN: FAR FROM HOME,2019,"Action, Adventure, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_99KWM6EV.jpg,small_99KWM6EV, Jon Watts, Matthew J. Lloyd, Claude Par, Anna B. Sheppard," Dan Lebental, Leigh Folsom Boyd", Jill Bogdanowicz,0.0, Future,, 2.39 - Anamorphic, Digital, Wide, Aerial, Wide, Balanced, Soft light, Daylight, Day, Exterior, Location, Canal, ... Veneto > Venice, ARRI ALEXA Mini," Zeiss Master Primes, Angenieux Optimo Zooms", ARRIRAW (3.4k), ... Veneto > Venice, CGI,
2116,PREDATOR,1987,"Action, Adventure, Science Fiction, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_O0OUAFL5.jpg,small_O0OUAFL5, John McTiernan, Donald McAlpine, John Vallone, Marilyn Vance," Mark Helfrich, John F. Link",,0.0, 1980s,, 1.85 - Spherical, Film - 35mm, Wide, Low angle, Wide, Center, Silhouette, Daylight, Day, Exterior, Location, Jungle, ... Earth > Central America," Arriflex 35 IIIc, Panavision Gold / G2"," Panavision Super Speed Zeiss MKII, Panavision Ultra Speed Zeiss"," 5247/7247 Vision 125T, 5294/7294 EXR 400T", ... Chiapas > Palenque,,
2117,OZARK,2017,"Crime, Drama",https://shotdeck.com/assets/images/stills/thumb/small_CSU2RCQJ.jpg,small_CSU2RCQJ, Jason Bateman, Pepe Avila del Pino, Derek R. Hill, Stephani Lewis, Cindy Mollo, Tim Stipan,, 2010s," Cool, Desaturated, Cyan, Blue", 2.00 - Super 35, Digital, Wide, Establishing shot, Wide, Left heavy," Low-contrast, Soft light", Daylight, Day, Exterior, Location, Hotel > Sign, ... Lake of Ozarks > Blue Cat Lodge, Panasonic VariCam 35," Cooke S4/ i, Hawk V-Lite, Hawk V-Lite Vintage 74, Zeiss Super Speed"," 4K, Digital Intermediate (3.2K)", ... Canton > 6979 Bell's Ferry Road Canton,,
2118,ATLANTA,2018,"Comedy, Drama",https://shotdeck.com/assets/images/stills/thumb/small_8GDHHBN1.jpg,small_8GDHHBN1, Amy Seimetz, Christian Sprenger, Timothy David O'Brien, Tiffany Hasbourne, Isaac Hagy, Ricky Gausis,, 2010s," Cool, Blue", 1.78 - Spherical, Digital, Wide, Insert, Long Lens, Right heavy, Soft light, Daylight, Day, Exterior, Location, Road, ... Georgia > Atlanta,,,, ... Georgia > Atlanta,,
2119,TOP GUN: MAVERICK,2022,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_D4JM452V.jpg,small_D4JM452V, Joseph Kosinski, Claudio Miranda, Jeremy Hindle, Marlene Stewart," Chris Lebenzon, Eddie Hamilton"," Stefan Sonnenfeld, Adam Nazarenko",1.0, 2020s," Cool, Desaturated, Cyan, Blue", 1.90 - Spherical, Digital, Extreme Wide, Aerial, Wide, Right heavy, Soft light, Daylight, Day, Exterior, Location, Mountain, ... United States of America > Washington, Sony VENICE," Fujinon Premier Lenses, Sigma Cine Lenses, Zeiss Master Primes", 4K, ... United States of America > California,,
2120,THE CABIN IN THE WOODS,2012,"Comedy, Fantasy, Horror, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_ZMAHDBID.jpg,small_ZMAHDBID, Drew Goddard, Peter Deming, Martin Whist, Shawna Trpcic, Lisa Lassek, Steven J. Scott,, 2010s," Cool, Desaturated", 2.39 - Super 35, Film - 35mm, Extreme Wide," Aerial, Establishing shot, High angle", Wide, Left heavy, Soft light, Daylight, Day, Exterior, Location, Road, ... North America > United States, Panavision Millennium / Millenium XL / XL2, Panavision Primo Primes,, ... British Columbia > Vancouver,,
2121,THELMA & LOUISE,1991,"Adventure, Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_I92U7RCM.jpg,small_I92U7RCM, Ridley Scott, Adrian Biddle, Norris Spencer, Elizabeth McBride, Thom Noble, David Orr,1.0, 1990s," Mixed, Desaturated, Cyan, Blue", 2.35 - Anamorphic, Film - 35mm, Wide, Establishing shot, Wide,,, Daylight, Day, Exterior, Location, Desert, ... United States > New Mexico," Panavision Platinum, Panavision Gold / G2"," Cooke Panchro Classic, Panavision C series, Panavision E series",, ... Utah > Monument Valley,,
2122,THE YARDS,2000,"Drama, Crime",https://shotdeck.com/assets/images/stills/thumb/small_916BGIO6.jpg,small_916BGIO6, James Gray, Harris Savides, Kevin Thompson, Michael Clancy, Jeffrey Ford, Phil Hetos,0.0, 2000s," Warm, Desaturated", 1.78 - Anamorphic, Film - 35mm, Wide," Dutch angle, Establishing shot", Wide, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location, Railroad, ... United States > New York, Panavision Panaflex," Panavision C series, Panavision E series"," 5277/7277 Vision 320T, 5298/7298 EXR 500T", ... United States > New York,,
2123,TENET,2020,"Action, Thriller, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_VM68ZBDA.jpg,small_VM68ZBDA, Christopher Nolan, Hoyte van Hoytema, Nathan Crowley, Jeffrey Kurland, Jennifer Lame, Kostas Theodosiou,0.0, 2020s," Mixed, Saturated, Yellow, Cyan, Blue", 1.78 - Spherical, Film - 65mm, Extreme Wide, Establishing shot, Wide, Balanced, Soft light, Daylight, Day, Exterior, Location, shipyard, ... Europe > Norway," IMAX-MSM 9802, Panavision System 65, Arri 765"," Panavision Sphero 65mm Lenses, IMAX MK-II Hasselblad Lenses"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5213/7213 Vision 3 200T, 5203/7203 Vision 3 50D",,,
2124,HONEYLAND,2019,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_PVMB3IFO.jpg,small_PVMB3IFO," Ljubomir Stefanov, Tamara Kotevska"," Samir Ljuma, Fejmi Daut",,, Atanas Georgiev,,0.0, 2010s, Yellow, 1.78 - Spherical, Digital, Medium Close Up," Insert, Overhead", Medium,, Soft light, Daylight, Day, Exterior, Location, Plains > Mountains, ... North Macedonia > Bekirlija," Nikon D5, Nikon D800, Nikon D810",,, ... North Macedonia > Bekirlija,,
2125,RESCUE DAWN,2006,"Adventure, Biopic, Drama, Military, Prison, Survival, Vietnam War, War",https://shotdeck.com/assets/images/stills/thumb/small_RYJW5SPT.jpg,small_RYJW5SPT, Werner Herzog, Peter Zeitlinger, Arin 'Aoi' Pinijvararak, Annie Dunn, Joe Bini,,1.0, 1960s,, 1.85 - Spherical, Film - 35mm, Close Up," High angle, Insert", Medium, Right heavy," Hard light, Top-light", Daylight, Day, Exterior,, Jungle > Stream, ... Asia > Vietnam," Moviecam Compact, Moviecam SL, Arriflex 435, Arriflex 235"," Zeiss Ultra Prime, Zeiss Super Speed"," 8563/8663 Eterna 250D, 8583/8683 Eterna 400T, 8522/8622 F-64D", ... Asia > Thailand,,
2126,AMARCORD,1973,"Drama, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_KCFMAUR2.jpg,small_KCFMAUR2, Federico Fellini, Giuseppe Rotunno, Danilo Donati, Danilo Donati, Ruggero Mastroianni,,1.0, 1930s," Cool, Desaturated", 1.85 - Spherical, Film - 35mm, Medium Wide," Insert, Low angle", Medium, Left heavy, Hard light," Daylight, Sunny", Day, Exterior, Location, Town Square, ... Italy > Rimini,,, 5254/7254 100T, ... Europe > Italy,,
2127,THE DARK KNIGHT,2008,"Action, Comic Adaptation, Crime, DC Extended Universe, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_OSQKVZI9.jpg,small_OSQKVZI9, Christopher Nolan, Wally Pfister, Nathan Crowley, Lindy Hemming, Lee Smith, Kostas Theodosiou,0.0,," Cool, White", 2.39 - Anamorphic,, Wide, Establishing shot, Wide, Center, Hard light," Daylight, Sunny", Day, Exterior, Location, Ocean, ... United States of America > Gotham," IMAX-MSM 9802, Panavision Millennium / Millenium XL / XL2"," IMAX MK-II Hasselblad Lenses, Panavision 40-80 (Bailey zoom - AWZ2), Panavision 70-200mm (ATZ), Panavision C series, Panavision E series, Panavision Lenses"," 5205/7205 Vision 2 250D, 5218/7218 Vision 2 500T", ... Illinois > Chicago,,
2128,TOP GUN: MAVERICK,2022,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_OFCE2EGW.jpg,small_OFCE2EGW, Joseph Kosinski, Claudio Miranda, Jeremy Hindle, Marlene Stewart," Chris Lebenzon, Eddie Hamilton"," Stefan Sonnenfeld, Adam Nazarenko",1.0, 2020s," Cool, Desaturated, Cyan, Blue", 1.90 - Spherical, Digital, Extreme Wide," Aerial, Establishing shot", Wide, Balanced, Soft light, Daylight, Day, Exterior, Location, Mountain, ... United States of America > Washington, Sony VENICE," Fujinon Premier Lenses, Sigma Cine Lenses, Zeiss Master Primes", 4K, ... United States of America > California,,
2129,DUE DATE,2010,"Drama, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_WQUFKMWM.jpg,small_WQUFKMWM, Todd Phillips, Lawrence Sher, Bill Brzeski, Louise Mingenbach, Debra Neil-Fisher, Jan Yarbrough,0.0, 2010s,," 2.39 - Spherical, Super 35, 3 perf", Film - 35mm, Close Up, Insert, Long Lens, Center, Soft light, Daylight, Day, Exterior, Location, Airport > Passenger Pickup/Dropoff > Curb, ... Georgia > Atlanta," Panavision Millennium / Millenium XL / XL2, Panavision Lightweight"," Panavision Primo Primes, Panavision Primo Zoom 11-1 - 24-275mm, Panavision Primo Zoom 4-1 - 17.5-75mm"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5213/7213 Vision 3 200T", ... Ontario > Ontario Airport,,
2130,ROMA,1972,"Drama, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_459BDCXR.jpg,small_459BDCXR, Federico Fellini, Giuseppe Rotunno, Danilo Donati, Danilo Donati, Ruggero Mastroianni,,0.0, 1970s, Cool, 1.85 - Spherical, Film - 35mm, Extreme Wide,," Medium, Wide",, Soft light," Daylight, Overcast", Day, Exterior, Location, Highway > Toll Booth, ... Lazio > Rome,,,, ... Lazio > Rome,,
2131,MY OWN PRIVATE IDAHO,1991,"Drama, Adventure",https://shotdeck.com/assets/images/stills/thumb/small_YCOBU8UB.jpg,small_YCOBU8UB, Gus Van Sant," John J. Campbell, Eric Alan Edwards", David Brisbin, Beatrix Aruna Pasztor, Curtiss Clayton,,1.0, 1990s, Cool, 1.85 - Spherical, Film - 35mm, Close Up," Insert, Low angle", Long Lens, Balanced," Side light, Soft light"," Daylight, Overcast", Day, Exterior, Location, Building, ... Oregon > Portland,,,, ... Oregon > Portland,,
2132,THELMA & LOUISE,1991,"Adventure, Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_8PBRP7VX.jpg,small_8PBRP7VX, Ridley Scott, Adrian Biddle, Norris Spencer, Elizabeth McBride, Thom Noble, David Orr,1.0, 1990s," Mixed, Blue", 2.35 - Anamorphic, Film - 35mm, Wide, Establishing shot, Wide,,, Daylight, Day, Exterior, Location, Desert, ... United States > New Mexico," Panavision Platinum, Panavision Gold / G2"," Cooke Panchro Classic, Panavision C series, Panavision E series",, ... United States > Utah,,
2133,APOCALYPSE NOW,1979,"Drama, War",https://shotdeck.com/assets/images/stills/thumb/small_10UQ8T2F.jpg,small_10UQ8T2F, Francis Ford Coppola, Vittorio Storaro, Dean Tavoularis, Luster Bayless," Lisa Fruchtman, Gerald B. Greenberg, Walter Murch", Doug Delaney,1.0, 1970s," Cool, Desaturated", 2.35 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot, Wide, Left heavy, Soft light," Daylight, Overcast", Day, Exterior, Location, River > Boat (Moving), ... Asia > Vietnam," Mitchell BNCR, Arriflex BL, Arriflex 16 ST"," Technovision 2x, Todd-AO Anamorphics (1980s)", 5247/7247 100T, ... Asia > Philippines,,
